x,mean_γ,std_γ
0.0,0.8301367193854038,0.007028218656097306
0.01,0.8323355937895834,0.007105909468442629
0.02,0.8382563722481233,0.007185428761244816
0.03,0.8484892760291926,0.007391929335570868
0.04,0.8623238167091359,0.007557063715676165
0.05,0.881057170949893,0.0075536189115167855
0.06,0.9031751493845769,0.007815108134849992
0.07,0.9291276337678928,0.007206481762616961
0.08,0.9598894481272205,0.007500636440032393
