x,mean_γ,std_γ
0.0,0.8405714891313846,0.003986841865536423
0.01,0.8414429913129998,0.004195088748209148
0.02,0.8438025421029804,0.003949477409806329
0.03,0.8481680051214092,0.0038850348821503596
0.04,0.8542085273342933,0.0041693880775244725
0.05,0.8619360937581898,0.004147861985137495
0.06,0.871489327968634,0.00404096571225873
0.07,0.8826935656743101,0.003987161870617048
0.08,0.8953638748486982,0.004105918624614605
